idx,product_name,url,crawl_status,image_count,image_status,image_types,print_area_status,spec_count,spec_status,spec_keys,crawled_at,json_path
595,70ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=595,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:32:08.912012,products/idx_595.json
596,170ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=596,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:58:25.059510,products/idx_596.json
597,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=597,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:48:34.472237,products/idx_597.json
598,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=598,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:59:16.787995,products/idx_598.json
599,140ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=599,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:46:40.560795,products/idx_599.json
600,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=600,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:55:23.248840,products/idx_600.json
601,400ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=601,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:34:20.225490,products/idx_601.json
602,150ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=602,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T13:03:48.955187,products/idx_602.json
603,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=603,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:54:17.561499,products/idx_603.json
606,420ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=606,성공,2,성공,main,없음,3,완료,"Phone,Fax,Email",2025-10-18T12:40:56.177318,products/idx_606.json
607,80ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=607,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:50:26.874267,products/idx_607.json
608,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=608,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:56:40.490915,products/idx_608.json
609,450ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=609,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:35:48.556686,products/idx_609.json
610,150ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=610,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:30:09.165480,products/idx_610.json
611,170ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=611,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:48:23.527204,products/idx_611.json
612,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=612,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:47:26.435554,products/idx_612.json
615,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=615,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:35:16.167904,products/idx_615.json
616,400ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=616,성공,3,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:44:11.268178,products/idx_616.json
617,30ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=617,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:53:41.191129,products/idx_617.json
